high,volume,average,low,time
,8157.89,0.21,,2010-12-01 00:00:00
,21476.25,0.21,,2010-11-30 00:00:00
,35055.4,0.25,,2010-11-29 00:00:00
,20802.13,0.28,,2010-11-28 00:00:00
,1825.39,0.28,,2010-11-27 00:00:00
,33531.88,0.28,,2010-11-26 00:00:00
,1679.6,0.28,,2010-11-25 00:00:00
,2514.91,0.28,,2010-11-24 00:00:00
,4856.92,0.28,,2010-11-23 00:00:00
,28205.85,0.28,,2010-11-22 00:00:00
,765.0,0.28,,2010-11-21 00:00:00
,14652.69,0.28,,2010-11-20 00:00:00
,2157.56,0.27,,2010-11-19 00:00:00
,37446.67,0.27,,2010-11-18 00:00:00
,32871.6,0.26,,2010-11-17 00:00:00
,33931.01,0.25,,2010-11-16 00:00:00
,8507.74,0.27,,2010-11-15 00:00:00
,16844.33,0.28,,2010-11-14 00:00:00
,21915.57,0.29,,2010-11-13 00:00:00
,40720.39,0.26,,2010-11-12 00:00:00
,5031.88,0.22,,2010-11-11 00:00:00
,30387.03,0.2,,2010-11-10 00:00:00
,47983.39,0.27,,2010-11-09 00:00:00
,118203.83,0.32,,2010-11-08 00:00:00
,77218.72,0.36,,2010-11-07 00:00:00
,32756.13,0.29,,2010-11-06 00:00:00
,36622.07,0.24,,2010-11-05 00:00:00
,29698.43,0.21,,2010-11-04 00:00:00
,61472.63,0.19,,2010-11-03 00:00:00
,5853.39,0.19,,2010-11-02 00:00:00
,21258.61,0.19,,2010-11-01 00:00:00
,40337.76,0.19,,2010-10-31 00:00:00
,26708.94,0.19,,2010-10-30 00:00:00
,28686.85,0.19,,2010-10-29 00:00:00
,21525.04,0.19,,2010-10-28 00:00:00
,65605.87,0.18,,2010-10-27 00:00:00
,19219.13,0.16,,2010-10-26 00:00:00
,30299.64,0.15,,2010-10-25 00:00:00
,13800.23,0.11,,2010-10-24 00:00:00
,4423.47,0.11,,2010-10-23 00:00:00
,34603.91,0.11,,2010-10-22 00:00:00
,44867.0,0.1,,2010-10-21 00:00:00
,31855.0,0.1,,2010-10-20 00:00:00
,6235.1,0.1,,2010-10-19 00:00:00
,25665.09,0.1,,2010-10-18 00:00:00
,18222.19,0.1,,2010-10-17 00:00:00
,6284.71,0.1,,2010-10-16 00:00:00
,24643.33,0.1,,2010-10-15 00:00:00
,37217.28,0.1,,2010-10-14 00:00:00
,47557.27,0.1,,2010-10-13 00:00:00
,25660.75,0.09,,2010-10-12 00:00:00
,14092.91,0.1,,2010-10-11 00:00:00
,50684.19,0.1,,2010-10-10 00:00:00
,187846.95,0.09,,2010-10-09 00:00:00
,139287.29,0.08,,2010-10-08 00:00:00
,43692.98,0.06,,2010-10-07 00:00:00
,33433.3,0.06,,2010-10-06 00:00:00
,27526.61,0.06,,2010-10-05 00:00:00
,33995.37,0.06,,2010-10-04 00:00:00
,7172.63,0.06,,2010-10-03 00:00:00
,13059.74,0.06,,2010-10-02 00:00:00
,1717.45,0.06,,2010-10-01 00:00:00
,7917.03,0.06,,2010-09-30 00:00:00
,23475.64,0.06,,2010-09-29 00:00:00
,7086.15,0.06,,2010-09-28 00:00:00
,10752.25,0.06,,2010-09-27 00:00:00
,12058.13,0.06,,2010-09-26 00:00:00
,2152.5,0.06,,2010-09-25 00:00:00
,684.38,0.06,,2010-09-24 00:00:00
,15505.33,0.06,,2010-09-23 00:00:00
,11560.4,0.06,,2010-09-22 00:00:00
,5735.95,0.06,,2010-09-21 00:00:00
,14307.94,0.06,,2010-09-20 00:00:00
,12852.17,0.06,,2010-09-19 00:00:00
,7092.61,0.06,,2010-09-18 00:00:00
,7262.0,0.06,,2010-09-17 00:00:00
,730.0,0.06,,2010-09-16 00:00:00
,3651.85,0.06,,2010-09-15 00:00:00
,14014.81,0.06,,2010-09-14 00:00:00
,10076.34,0.06,,2010-09-13 00:00:00
,793.88,0.06,,2010-09-12 00:00:00
,7749.14,0.06,,2010-09-11 00:00:00
,4939.79,0.06,,2010-09-10 00:00:00
,1733.5,0.06,,2010-09-09 00:00:00
,2345.41,0.06,,2010-09-08 00:00:00
,3457.19,0.06,,2010-09-07 00:00:00
,910.0,0.06,,2010-09-06 00:00:00
,8459.24,0.06,,2010-09-05 00:00:00
,3301.0,0.06,,2010-09-04 00:00:00
,892.0,0.06,,2010-09-03 00:00:00
,8150.73,0.06,,2010-09-02 00:00:00
,7164.72,0.06,,2010-09-01 00:00:00
,14886.91,0.06,,2010-08-31 00:00:00
,34193.14,0.06,,2010-08-30 00:00:00
,3173.4,0.06,,2010-08-29 00:00:00
,6174.01,0.06,,2010-08-28 00:00:00
,9009.97,0.06,,2010-08-27 00:00:00
,3870.01,0.07,,2010-08-26 00:00:00
,4228.88,0.07,,2010-08-25 00:00:00
,6711.76,0.07,,2010-08-24 00:00:00
,4297.49,0.07,,2010-08-23 00:00:00
,18648.97,0.06,,2010-08-22 00:00:00
,10443.86,0.07,,2010-08-21 00:00:00
,4199.75,0.07,,2010-08-20 00:00:00
,741.12,0.07,,2010-08-19 00:00:00
,2953.98,0.07,,2010-08-18 00:00:00
,13185.74,0.07,,2010-08-17 00:00:00
,10731.47,0.06,,2010-08-16 00:00:00
,4462.87,0.07,,2010-08-15 00:00:00
,4404.2,0.07,,2010-08-14 00:00:00
,3591.77,0.07,,2010-08-13 00:00:00
,2062.31,0.07,,2010-08-12 00:00:00
,14061.18,0.07,,2010-08-11 00:00:00
,1310.39,0.07,,2010-08-10 00:00:00
,13631.09,0.07,,2010-08-09 00:00:00
,2201.0,0.06,,2010-08-08 00:00:00
,2619.0,0.06,,2010-08-07 00:00:00
,1395.0,0.06,,2010-08-06 00:00:00
,5034.07,0.06,,2010-08-05 00:00:00
,3494.0,0.06,,2010-08-04 00:00:00
,9821.46,0.06,,2010-08-03 00:00:00
,3599.0,0.06,,2010-08-02 00:00:00
,2601.0,0.06,,2010-08-01 00:00:00
,4022.25,0.06,,2010-07-31 00:00:00
,3020.85,0.07,,2010-07-30 00:00:00
,8058.49,0.07,,2010-07-29 00:00:00
,4390.29,0.06,,2010-07-28 00:00:00
,3373.69,0.06,,2010-07-27 00:00:00
,877.0,0.05,,2010-07-26 00:00:00
,1551.48,0.05,,2010-07-25 00:00:00
,496.32,0.05,,2010-07-24 00:00:00
,2402.5,0.06,,2010-07-23 00:00:00
,2160.0,0.06,,2010-07-22 00:00:00
,575.0,0.07,,2010-07-21 00:00:00
,262.0,0.08,,2010-07-20 00:00:00
,574.0,0.09,,2010-07-19 00:00:00
,75.01,0.07,,2010-07-18 00:00:00
,20.0,0.05,,2010-07-17 00:00:00
