high,volume,average,low,time
,70243.04,7.28,,2012-07-12 00:00:00
,44687.51,7.1,,2012-07-11 00:00:00
,77769.99,7.09,,2012-07-10 00:00:00
,73697.58,6.86,,2012-07-09 00:00:00
,21116.88,6.77,,2012-07-08 00:00:00
,42251.16,6.76,,2012-07-07 00:00:00
,47667.23,6.63,,2012-07-06 00:00:00
,50333.45,6.64,,2012-07-05 00:00:00
,38970.5,6.5,,2012-07-04 00:00:00
,76599.93,6.55,,2012-07-03 00:00:00
,43933.47,6.68,,2012-07-02 00:00:00
,25330.1,6.6,,2012-07-01 00:00:00
,27561.15,6.64,,2012-06-30 00:00:00
,38683.2,6.59,,2012-06-29 00:00:00
,49106.69,6.56,,2012-06-28 00:00:00
,58209.52,6.52,,2012-06-27 00:00:00
,57115.29,6.38,,2012-06-26 00:00:00
,71616.14,6.3,,2012-06-25 00:00:00
,40691.77,6.38,,2012-06-24 00:00:00
,25262.29,6.48,,2012-06-23 00:00:00
,60850.21,6.58,,2012-06-22 00:00:00
,54898.3,6.68,,2012-06-21 00:00:00
,71171.79,6.6,,2012-06-20 00:00:00
,48431.62,6.43,,2012-06-19 00:00:00
,51429.69,6.26,,2012-06-18 00:00:00
,54035.76,6.31,,2012-06-17 00:00:00
,90218.81,6.45,,2012-06-16 00:00:00
,73004.44,6.1,,2012-06-15 00:00:00
,44520.73,5.88,,2012-06-14 00:00:00
,64507.92,5.85,,2012-06-13 00:00:00
,93311.58,5.62,,2012-06-12 00:00:00
,47167.89,5.49,,2012-06-11 00:00:00
,32005.42,5.46,,2012-06-10 00:00:00
,44492.86,5.57,,2012-06-09 00:00:00
,61181.09,5.61,,2012-06-08 00:00:00
,54470.68,5.49,,2012-06-07 00:00:00
,45219.39,5.43,,2012-06-06 00:00:00
,90656.65,5.38,,2012-06-05 00:00:00
,54323.51,5.23,,2012-06-04 00:00:00
,16266.07,5.19,,2012-06-03 00:00:00
,20113.96,5.21,,2012-06-02 00:00:00
,50232.96,5.23,,2012-06-01 00:00:00
,44661.34,5.15,,2012-05-31 00:00:00
,44846.12,5.13,,2012-05-30 00:00:00
,66644.92,5.1,,2012-05-29 00:00:00
,32343.98,5.11,,2012-05-28 00:00:00
,21810.05,5.08,,2012-05-27 00:00:00
,23228.41,5.09,,2012-05-26 00:00:00
,29328.53,5.1,,2012-05-25 00:00:00
,32712.16,5.11,,2012-05-24 00:00:00
,58979.29,5.12,,2012-05-23 00:00:00
,49853.61,5.07,,2012-05-22 00:00:00
,44937.69,5.07,,2012-05-21 00:00:00
,21998.3,5.1,,2012-05-20 00:00:00
,26725.79,5.09,,2012-05-19 00:00:00
,57383.59,5.09,,2012-05-18 00:00:00
,30047.27,5.07,,2012-05-17 00:00:00
,75923.36,5.06,,2012-05-16 00:00:00
,54264.45,4.99,,2012-05-15 00:00:00
,57834.77,4.98,,2012-05-14 00:00:00
,16229.36,4.95,,2012-05-13 00:00:00
,25803.42,4.94,,2012-05-12 00:00:00
,70556.8,4.92,,2012-05-11 00:00:00
,78061.25,4.95,,2012-05-10 00:00:00
,44314.25,5.04,,2012-05-09 00:00:00
,72979.72,5.02,,2012-05-08 00:00:00
,50476.44,5.03,,2012-05-07 00:00:00
,23482.3,5.04,,2012-05-06 00:00:00
,24771.14,5.04,,2012-05-05 00:00:00
,48139.82,5.11,,2012-05-04 00:00:00
,40204.15,5.08,,2012-05-03 00:00:00
,104859.74,5.07,,2012-05-02 00:00:00
,38468.0,4.96,,2012-05-01 00:00:00
,59158.68,4.94,,2012-04-30 00:00:00
,23229.31,4.94,,2012-04-29 00:00:00
,95364.25,4.96,,2012-04-28 00:00:00
,28907.87,5.07,,2012-04-27 00:00:00
,64780.5,5.07,,2012-04-26 00:00:00
,39131.01,5.12,,2012-04-25 00:00:00
,81969.36,5.06,,2012-04-24 00:00:00
,54538.37,5.12,,2012-04-23 00:00:00
,39302.21,5.18,,2012-04-22 00:00:00
,63914.19,5.27,,2012-04-21 00:00:00
,111485.44,5.22,,2012-04-20 00:00:00
,56162.11,5.13,,2012-04-19 00:00:00
,86727.91,5.07,,2012-04-18 00:00:00
,33894.46,4.95,,2012-04-17 00:00:00
,42116.87,4.91,,2012-04-16 00:00:00
,34633.22,4.92,,2012-04-15 00:00:00
,68489.72,4.97,,2012-04-14 00:00:00
,102566.45,4.85,,2012-04-13 00:00:00
,56477.15,4.86,,2012-04-12 00:00:00
,71299.88,4.88,,2012-04-11 00:00:00
,61971.73,4.8,,2012-04-10 00:00:00
,43886.22,4.75,,2012-04-09 00:00:00
,44932.46,4.71,,2012-04-08 00:00:00
,84456.12,4.8,,2012-04-07 00:00:00
,62942.73,4.93,,2012-04-06 00:00:00
,38277.52,4.9,,2012-04-05 00:00:00
,57336.28,4.91,,2012-04-04 00:00:00
,80447.8,4.9,,2012-04-03 00:00:00
,87369.1,4.92,,2012-04-02 00:00:00
,38084.05,4.78,,2012-04-01 00:00:00
,37531.15,4.88,,2012-03-31 00:00:00
,44664.89,4.77,,2012-03-30 00:00:00
,43595.84,4.73,,2012-03-29 00:00:00
,39295.33,4.79,,2012-03-28 00:00:00
,77518.59,4.66,,2012-03-27 00:00:00
,72253.66,4.64,,2012-03-26 00:00:00
,73543.36,4.5,,2012-03-25 00:00:00
,40124.4,4.65,,2012-03-24 00:00:00
,56575.33,4.69,,2012-03-23 00:00:00
,62474.51,4.75,,2012-03-22 00:00:00
,48284.29,4.81,,2012-03-21 00:00:00
,68414.9,4.79,,2012-03-20 00:00:00
,191687.46,4.88,,2012-03-19 00:00:00
,26124.69,5.22,,2012-03-18 00:00:00
,40292.56,5.31,,2012-03-17 00:00:00
,34279.84,5.33,,2012-03-16 00:00:00
,44431.88,5.3,,2012-03-15 00:00:00
,66557.18,5.35,,2012-03-14 00:00:00
,131788.79,5.15,,2012-03-13 00:00:00
,24334.29,4.87,,2012-03-12 00:00:00
,44034.84,4.89,,2012-03-11 00:00:00
,29747.44,4.8,,2012-03-10 00:00:00
,34399.55,4.89,,2012-03-09 00:00:00
,59191.1,4.87,,2012-03-08 00:00:00
,48072.34,4.92,,2012-03-07 00:00:00
,46425.13,4.97,,2012-03-06 00:00:00
,68645.8,4.93,,2012-03-05 00:00:00
,59641.4,4.8,,2012-03-04 00:00:00
,41061.89,4.67,,2012-03-03 00:00:00
,131794.73,4.69,,2012-03-02 00:00:00
,46227.35,4.92,,2012-03-01 00:00:00
,28961.23,4.82,,2012-02-29 00:00:00
,64203.91,4.87,,2012-02-28 00:00:00
,31086.06,4.93,,2012-02-27 00:00:00
,71192.69,4.95,,2012-02-26 00:00:00
,86781.01,4.88,,2012-02-25 00:00:00
,91451.54,4.97,,2012-02-24 00:00:00
,166366.72,4.82,,2012-02-23 00:00:00
,105451.97,4.44,,2012-02-22 00:00:00
,53194.52,4.31,,2012-02-21 00:00:00
,39136.55,4.37,,2012-02-20 00:00:00
,63161.55,4.35,,2012-02-19 00:00:00
,71150.88,4.27,,2012-02-18 00:00:00
,137178.35,4.46,,2012-02-17 00:00:00
,167515.15,4.19,,2012-02-16 00:00:00
,162859.25,4.58,,2012-02-15 00:00:00
,299210.01,4.7,,2012-02-14 00:00:00
,171158.03,5.34,,2012-02-13 00:00:00
,83126.79,5.6,,2012-02-12 00:00:00
,70863.96,5.7,,2012-02-11 00:00:00
,40471.4,5.87,,2012-02-10 00:00:00
,91046.61,5.75,,2012-02-09 00:00:00
,239256.37,5.64,,2012-02-08 00:00:00
,73672.9,5.62,,2012-02-07 00:00:00
,90794.3,5.55,,2012-02-06 00:00:00
,121375.76,5.68,,2012-02-05 00:00:00
,21085.53,5.92,,2012-02-04 00:00:00
,60462.79,5.92,,2012-02-03 00:00:00
,55553.16,6.03,,2012-02-02 00:00:00
,116746.22,5.82,,2012-02-01 00:00:00
,49164.86,5.53,,2012-01-31 00:00:00
,42757.95,5.51,,2012-01-30 00:00:00
,47093.57,5.48,,2012-01-29 00:00:00
,90550.07,5.57,,2012-01-28 00:00:00
,117072.29,5.29,,2012-01-27 00:00:00
,124483.63,5.59,,2012-01-26 00:00:00
,133966.24,5.88,,2012-01-25 00:00:00
,36081.52,6.3,,2012-01-24 00:00:00
,18596.26,6.29,,2012-01-23 00:00:00
,45282.24,6.29,,2012-01-22 00:00:00
,65100.95,6.29,,2012-01-21 00:00:00
,67356.71,6.44,,2012-01-20 00:00:00
,115458.7,6.18,,2012-01-19 00:00:00
,227363.99,5.98,,2012-01-18 00:00:00
,214178.93,6.04,,2012-01-17 00:00:00
,123869.49,6.83,,2012-01-16 00:00:00
,62699.0,6.9,,2012-01-15 00:00:00
,142982.47,6.59,,2012-01-14 00:00:00
,61030.15,6.61,,2012-01-13 00:00:00
,141157.89,6.74,,2012-01-12 00:00:00
,100713.58,6.81,,2012-01-11 00:00:00
,110797.84,6.4,,2012-01-10 00:00:00
,149622.35,6.47,,2012-01-09 00:00:00
,59204.52,7.03,,2012-01-08 00:00:00
,48824.63,6.72,,2012-01-07 00:00:00
,220874.48,6.79,,2012-01-06 00:00:00
,184803.98,6.2,,2012-01-05 00:00:00
,132302.61,5.25,,2012-01-04 00:00:00
,126201.41,4.95,,2012-01-03 00:00:00
,69590.26,5.21,,2012-01-02 00:00:00
,109715.97,5.1,,2012-01-01 00:00:00
,131056.91,4.6,,2011-12-31 00:00:00
,41730.95,4.19,,2011-12-30 00:00:00
,53844.05,4.22,,2011-12-29 00:00:00
,34619.22,4.14,,2011-12-28 00:00:00
,31427.07,4.02,,2011-12-27 00:00:00
,89435.39,4.04,,2011-12-26 00:00:00
,81062.98,4.14,,2011-12-25 00:00:00
,15579.42,3.92,,2011-12-24 00:00:00
,21101.04,3.9,,2011-12-23 00:00:00
,57621.99,3.79,,2011-12-22 00:00:00
,49632.1,3.93,,2011-12-21 00:00:00
,187493.36,3.97,,2011-12-20 00:00:00
,141522.49,3.41,,2011-12-19 00:00:00
,11370.34,3.2,,2011-12-18 00:00:00
,16957.0,3.19,,2011-12-17 00:00:00
,30928.62,3.18,,2011-12-16 00:00:00
,30782.06,3.17,,2011-12-15 00:00:00
,73772.18,3.12,,2011-12-14 00:00:00
,33480.66,3.21,,2011-12-13 00:00:00
,40857.21,3.18,,2011-12-12 00:00:00
,109957.11,3.2,,2011-12-11 00:00:00
,75433.74,3.04,,2011-12-10 00:00:00
,35346.14,2.99,,2011-12-09 00:00:00
,41242.33,2.95,,2011-12-08 00:00:00
,59401.09,3.0,,2011-12-07 00:00:00
,57102.26,2.98,,2011-12-06 00:00:00
,31533.18,2.87,,2011-12-05 00:00:00
,95772.81,2.75,,2011-12-04 00:00:00
,123933.65,2.93,,2011-12-03 00:00:00
,58549.86,3.1,,2011-12-02 00:00:00
,65503.57,3.05,,2011-12-01 00:00:00
,121003.03,2.91,,2011-11-30 00:00:00
,181329.33,2.79,,2011-11-29 00:00:00
,42519.93,2.51,,2011-11-28 00:00:00
,23125.54,2.46,,2011-11-27 00:00:00
,36412.63,2.48,,2011-11-26 00:00:00
,45361.86,2.47,,2011-11-25 00:00:00
,88867.34,2.42,,2011-11-24 00:00:00
,41113.77,2.32,,2011-11-23 00:00:00
,35273.62,2.31,,2011-11-22 00:00:00
,43745.57,2.23,,2011-11-21 00:00:00
,80777.15,2.28,,2011-11-20 00:00:00
,79753.9,2.17,,2011-11-19 00:00:00
,99565.69,2.14,,2011-11-18 00:00:00
,120547.36,2.23,,2011-11-17 00:00:00
,44834.6,2.46,,2011-11-16 00:00:00
,77616.0,2.3,,2011-11-15 00:00:00
,384475.29,2.51,,2011-11-14 00:00:00
,9780.33,3.0,,2011-11-13 00:00:00
,20995.48,3.06,,2011-11-12 00:00:00
,45292.63,2.97,,2011-11-11 00:00:00
,34708.29,2.87,,2011-11-10 00:00:00
,52850.96,3.0,,2011-11-09 00:00:00
,62115.94,3.09,,2011-11-08 00:00:00
,24480.55,3.0,,2011-11-07 00:00:00
,17543.6,2.96,,2011-11-06 00:00:00
,53518.09,3.01,,2011-11-05 00:00:00
,40625.69,3.13,,2011-11-04 00:00:00
,24922.18,3.21,,2011-11-03 00:00:00
,32727.8,3.23,,2011-11-02 00:00:00
,38666.72,3.19,,2011-11-01 00:00:00
,31543.0,3.19,,2011-10-31 00:00:00
,51820.79,3.38,,2011-10-30 00:00:00
,80533.65,3.54,,2011-10-29 00:00:00
,53410.78,3.11,,2011-10-28 00:00:00
,59449.56,2.92,,2011-10-27 00:00:00
,30326.81,2.75,,2011-10-26 00:00:00
,102426.43,2.74,,2011-10-25 00:00:00
,92803.84,2.81,,2011-10-24 00:00:00
,37764.56,3.08,,2011-10-23 00:00:00
,121360.17,3.01,,2011-10-22 00:00:00
,73851.07,2.54,,2011-10-21 00:00:00
,49371.88,2.31,,2011-10-20 00:00:00
,102479.86,2.28,,2011-10-19 00:00:00
,88365.65,2.62,,2011-10-18 00:00:00
,208676.35,2.85,,2011-10-17 00:00:00
,37512.1,3.64,,2011-10-16 00:00:00
,42895.66,3.89,,2011-10-15 00:00:00
,21444.18,4.0,,2011-10-14 00:00:00
,20669.62,4.08,,2011-10-13 00:00:00
,70098.1,4.07,,2011-10-12 00:00:00
,41837.43,3.95,,2011-10-11 00:00:00
,17580.38,4.1,,2011-10-10 00:00:00
,38169.59,4.19,,2011-10-09 00:00:00
,40238.24,4.03,,2011-10-08 00:00:00
,98871.79,4.29,,2011-10-07 00:00:00
,57609.01,4.68,,2011-10-06 00:00:00
,20570.04,4.86,,2011-10-05 00:00:00
,20007.76,4.9,,2011-10-04 00:00:00
,19569.47,4.94,,2011-10-03 00:00:00
,10982.6,4.98,,2011-10-02 00:00:00
,23967.33,5.05,,2011-10-01 00:00:00
,42893.6,5.01,,2011-09-30 00:00:00
,16923.63,4.7,,2011-09-29 00:00:00
,35035.38,4.74,,2011-09-28 00:00:00
,32240.24,4.84,,2011-09-27 00:00:00
,58824.78,4.95,,2011-09-26 00:00:00
,12219.25,5.32,,2011-09-25 00:00:00
,20257.37,5.41,,2011-09-24 00:00:00
,57873.1,5.59,,2011-09-23 00:00:00
,35211.01,5.49,,2011-09-22 00:00:00
,71983.35,5.62,,2011-09-21 00:00:00
,120257.28,6.1,,2011-09-20 00:00:00
,52915.08,5.26,,2011-09-19 00:00:00
,47284.85,5.11,,2011-09-18 00:00:00
,23095.8,4.77,,2011-09-17 00:00:00
,32338.46,4.81,,2011-09-16 00:00:00
,88688.37,4.97,,2011-09-15 00:00:00
,45360.18,5.55,,2011-09-14 00:00:00
,26147.95,5.79,,2011-09-13 00:00:00
,64182.61,6.04,,2011-09-12 00:00:00
,145150.7,6.06,,2011-09-11 00:00:00
,44639.39,5.03,,2011-09-10 00:00:00
,217540.23,5.31,,2011-09-09 00:00:00
,31944.44,6.8,,2011-09-08 00:00:00
,49687.4,7.03,,2011-09-07 00:00:00
,82558.56,6.73,,2011-09-06 00:00:00
,30846.84,7.62,,2011-09-05 00:00:00
,19719.6,8.17,,2011-09-04 00:00:00
,6975.23,8.53,,2011-09-03 00:00:00
,16836.29,8.44,,2011-09-02 00:00:00
,11912.68,8.22,,2011-09-01 00:00:00
,19683.08,8.35,,2011-08-31 00:00:00
,11810.88,8.78,,2011-08-30 00:00:00
,21685.29,8.93,,2011-08-29 00:00:00
,24159.85,8.97,,2011-08-28 00:00:00
,22010.04,8.63,,2011-08-27 00:00:00
,83026.56,8.65,,2011-08-26 00:00:00
,55547.42,10.01,,2011-08-25 00:00:00
,7852.55,10.94,,2011-08-24 00:00:00
,12797.1,11.03,,2011-08-23 00:00:00
,37055.32,11.03,,2011-08-22 00:00:00
,8787.2,11.38,,2011-08-21 00:00:00
,9940.27,11.49,,2011-08-20 00:00:00
,33765.21,11.4,,2011-08-19 00:00:00
,8222.8,10.9,,2011-08-18 00:00:00
,22939.98,10.88,,2011-08-17 00:00:00
,15334.63,11.05,,2011-08-16 00:00:00
,38183.53,11.3,,2011-08-15 00:00:00
,44142.85,10.61,,2011-08-14 00:00:00
,29759.76,9.8,,2011-08-13 00:00:00
,41592.12,9.32,,2011-08-12 00:00:00
,58114.56,9.47,,2011-08-11 00:00:00
,24254.45,10.0,,2011-08-10 00:00:00
,114472.78,9.72,,2011-08-09 00:00:00
,34042.22,7.74,,2011-08-08 00:00:00
,89830.96,7.72,,2011-08-07 00:00:00
,102411.73,7.82,,2011-08-06 00:00:00
,30765.69,10.27,,2011-08-05 00:00:00
,50094.1,10.58,,2011-08-04 00:00:00
,90287.33,10.45,,2011-08-03 00:00:00
,57242.69,12.39,,2011-08-02 00:00:00
,21748.09,13.17,,2011-08-01 00:00:00
,45723.44,13.52,,2011-07-31 00:00:00
,6104.38,13.53,,2011-07-30 00:00:00
,7257.51,13.51,,2011-07-29 00:00:00
,32738.27,13.61,,2011-07-28 00:00:00
,11508.66,13.96,,2011-07-27 00:00:00
,16793.86,13.91,,2011-07-26 00:00:00
,31577.96,14.2,,2011-07-25 00:00:00
,26623.26,13.86,,2011-07-24 00:00:00
,22455.6,13.64,,2011-07-23 00:00:00
,15165.62,13.65,,2011-07-22 00:00:00
,25018.37,13.66,,2011-07-21 00:00:00
,23177.9,13.69,,2011-07-20 00:00:00
,67575.61,14.04,,2011-07-19 00:00:00
,75896.31,13.03,,2011-07-18 00:00:00
,34375.47,13.34,,2011-07-17 00:00:00
,17264.49,13.62,,2011-07-16 00:00:00
,24819.54,13.9,,2011-07-15 00:00:00
,17661.16,13.93,,2011-07-14 00:00:00
,10338.15,14.03,,2011-07-13 00:00:00
,26356.51,14.15,,2011-07-12 00:00:00
,49160.01,14.37,,2011-07-11 00:00:00
,45284.42,15.08,,2011-07-10 00:00:00
,11909.17,14.39,,2011-07-09 00:00:00
,34853.42,14.35,,2011-07-08 00:00:00
,54465.7,15.16,,2011-07-07 00:00:00
,111818.32,14.8,,2011-07-06 00:00:00
,84081.15,12.8,,2011-07-05 00:00:00
,52276.99,14.48,,2011-07-04 00:00:00
,16792.29,15.48,,2011-07-03 00:00:00
,19453.24,15.53,,2011-07-02 00:00:00
,33284.45,15.9,,2011-07-01 00:00:00
,34961.19,16.51,,2011-06-30 00:00:00
,21043.37,16.88,,2011-06-29 00:00:00
,24398.15,16.93,,2011-06-28 00:00:00
,31452.54,17.01,,2011-06-27 00:00:00
,15053.93,15.59,,2011-06-26 00:00:00
,30176.74,17.77,,2011-06-19 00:00:00
,35536.55,16.04,,2011-06-18 00:00:00
,108623.77,15.51,,2011-06-17 00:00:00
,49202.14,18.86,,2011-06-16 00:00:00
,27711.9,19.68,,2011-06-15 00:00:00
,36155.99,19.25,,2011-06-14 00:00:00
,73421.79,20.11,,2011-06-13 00:00:00
,151194.16,16.21,,2011-06-12 00:00:00
,121869.97,17.61,,2011-06-11 00:00:00
,92208.2,24.67,,2011-06-10 00:00:00
,62933.66,29.58,,2011-06-09 00:00:00
,104925.16,27.25,,2011-06-08 00:00:00
,53715.04,19.9,,2011-06-07 00:00:00
,55092.47,18.46,,2011-06-06 00:00:00
,24278.97,17.32,,2011-06-05 00:00:00
,44475.34,16.41,,2011-06-04 00:00:00
,72980.24,13.08,,2011-06-03 00:00:00
,41047.27,10.11,,2011-06-02 00:00:00
,43479.96,9.21,,2011-06-01 00:00:00
,45794.43,8.88,,2011-05-31 00:00:00
,17680.15,8.72,,2011-05-30 00:00:00
,7487.54,8.3,,2011-05-29 00:00:00
,12247.72,8.45,,2011-05-28 00:00:00
,14431.84,8.67,,2011-05-27 00:00:00
,28644.99,8.55,,2011-05-26 00:00:00
,64049.94,7.98,,2011-05-25 00:00:00
,29282.48,7.23,,2011-05-24 00:00:00
,35279.88,7.1,,2011-05-23 00:00:00
,23872.15,6.47,,2011-05-22 00:00:00
,31111.9,5.97,,2011-05-21 00:00:00
,44460.44,6.28,,2011-05-20 00:00:00
,24436.41,6.96,,2011-05-19 00:00:00
,25403.44,7.14,,2011-05-18 00:00:00
,35345.46,7.52,,2011-05-17 00:00:00
,44141.41,7.77,,2011-05-16 00:00:00
,18294.87,6.74,,2011-05-15 00:00:00
,55390.45,7.86,,2011-05-14 00:00:00
,64003.37,7.48,,2011-05-13 00:00:00
,31722.46,5.83,,2011-05-12 00:00:00
,52569.15,5.35,,2011-05-11 00:00:00
,56217.32,4.74,,2011-05-10 00:00:00
,11520.93,3.8,,2011-05-09 00:00:00
,21132.51,3.77,,2011-05-08 00:00:00
,17833.29,3.61,,2011-05-07 00:00:00
,23014.7,3.48,,2011-05-06 00:00:00
,15350.34,3.41,,2011-05-05 00:00:00
,17278.29,3.44,,2011-05-04 00:00:00
,16919.18,3.32,,2011-05-03 00:00:00
,18333.83,3.24,,2011-05-02 00:00:00
,45772.07,3.14,,2011-05-01 00:00:00
,65427.8,3.29,,2011-04-30 00:00:00
,57577.32,2.59,,2011-04-29 00:00:00
,100238.23,2.03,,2011-04-28 00:00:00
,33055.26,1.89,,2011-04-27 00:00:00
,24054.31,1.67,,2011-04-26 00:00:00
,13471.6,1.58,,2011-04-25 00:00:00
,21541.69,1.67,,2011-04-24 00:00:00
,66620.36,1.55,,2011-04-23 00:00:00
,39415.39,1.29,,2011-04-22 00:00:00
,39295.69,1.18,,2011-04-21 00:00:00
,21344.95,1.16,,2011-04-20 00:00:00
,12556.73,1.18,,2011-04-19 00:00:00
,27478.69,1.15,,2011-04-18 00:00:00
,24225.7,1.08,,2011-04-17 00:00:00
,28869.3,1.04,,2011-04-16 00:00:00
,50304.61,1.0,,2011-04-15 00:00:00
,31111.88,0.95,,2011-04-14 00:00:00
,43397.56,0.93,,2011-04-13 00:00:00
,48417.6,0.85,,2011-04-12 00:00:00
,14645.93,0.77,,2011-04-11 00:00:00
,5348.98,0.74,,2011-04-10 00:00:00
,12119.4,0.74,,2011-04-09 00:00:00
,18207.3,0.76,,2011-04-08 00:00:00
,10832.99,0.75,,2011-04-07 00:00:00
,8703.95,0.72,,2011-04-06 00:00:00
,9730.3,0.67,,2011-04-05 00:00:00
,31155.46,0.69,,2011-04-04 00:00:00
,3931.39,0.78,,2011-04-03 00:00:00
,2493.59,0.79,,2011-04-02 00:00:00
,3186.77,0.78,,2011-04-01 00:00:00
,6875.08,0.79,,2011-03-31 00:00:00
,3218.22,0.79,,2011-03-30 00:00:00
,4215.02,0.79,,2011-03-29 00:00:00
,12565.15,0.81,,2011-03-28 00:00:00
,5337.15,0.83,,2011-03-27 00:00:00
,11756.42,0.87,,2011-03-26 00:00:00
,4819.42,0.88,,2011-03-25 00:00:00
,14009.37,0.88,,2011-03-24 00:00:00
,13262.26,0.83,,2011-03-23 00:00:00
,12147.72,0.78,,2011-03-22 00:00:00
,3695.96,0.75,,2011-03-21 00:00:00
,5815.32,0.77,,2011-03-20 00:00:00
,9875.04,0.76,,2011-03-19 00:00:00
,14226.22,0.77,,2011-03-18 00:00:00
,7159.78,0.84,,2011-03-17 00:00:00
,7929.62,0.85,,2011-03-16 00:00:00
,2732.16,0.88,,2011-03-15 00:00:00
,5269.24,0.89,,2011-03-14 00:00:00
,660.31,0.9,,2011-03-13 00:00:00
,4822.83,0.9,,2011-03-12 00:00:00
,3725.51,0.89,,2011-03-11 00:00:00
,8869.01,0.89,,2011-03-10 00:00:00
,4546.05,0.85,,2011-03-09 00:00:00
,4527.85,0.87,,2011-03-08 00:00:00
,15271.27,0.89,,2011-03-07 00:00:00
,12626.49,0.85,,2011-03-06 00:00:00
,12570.59,0.88,,2011-03-05 00:00:00
,2711.89,0.91,,2011-03-04 00:00:00
,2746.67,0.92,,2011-03-03 00:00:00
,2741.87,0.92,,2011-03-02 00:00:00
,22569.78,0.95,,2011-03-01 00:00:00
,4651.67,0.88,,2011-02-28 00:00:00
,23268.75,0.93,,2011-02-27 00:00:00
,4744.41,0.94,,2011-02-26 00:00:00
,4461.06,0.96,,2011-02-25 00:00:00
,13418.69,0.95,,2011-02-24 00:00:00
,6718.87,0.9,,2011-02-23 00:00:00
,12095.26,0.88,,2011-02-22 00:00:00
,1700.12,0.84,,2011-02-21 00:00:00
,9974.05,0.85,,2011-02-20 00:00:00
,3798.71,0.91,,2011-02-19 00:00:00
,36948.16,0.89,,2011-02-18 00:00:00
,4009.84,1.04,,2011-02-17 00:00:00
,7192.38,1.04,,2011-02-16 00:00:00
,8616.58,1.05,,2011-02-15 00:00:00
,7096.55,1.06,,2011-02-14 00:00:00
,3240.64,1.05,,2011-02-13 00:00:00
,4118.92,1.06,,2011-02-12 00:00:00
,13299.18,0.99,,2011-02-11 00:00:00
,26559.64,0.96,,2011-02-10 00:00:00
,49632.5,0.96,,2011-02-09 00:00:00
,7021.29,0.9,,2011-02-08 00:00:00
,2264.28,0.86,,2011-02-07 00:00:00
,8744.11,0.87,,2011-02-06 00:00:00
,15786.81,0.86,,2011-02-05 00:00:00
,42222.19,0.8,,2011-02-04 00:00:00
,8524.5,0.71,,2011-02-03 00:00:00
,5627.48,0.73,,2011-02-02 00:00:00
,31562.12,0.74,,2011-02-01 00:00:00
,63516.08,0.51,,2011-01-31 00:00:00
,10383.59,0.46,,2011-01-30 00:00:00
,1448.38,0.44,,2011-01-29 00:00:00
,5324.5,0.43,,2011-01-28 00:00:00
,27708.2,0.44,,2011-01-27 00:00:00
,15564.81,0.41,,2011-01-26 00:00:00
,2163.72,0.42,,2011-01-25 00:00:00
,11061.94,0.41,,2011-01-24 00:00:00
,1148.4,0.44,,2011-01-23 00:00:00
,10534.27,0.43,,2011-01-22 00:00:00
,8477.55,0.4,,2011-01-21 00:00:00
,19881.98,0.35,,2011-01-20 00:00:00
,7291.63,0.31,,2011-01-19 00:00:00
,15671.51,0.32,,2011-01-18 00:00:00
,18241.15,0.35,,2011-01-17 00:00:00
,2778.71,0.39,,2011-01-16 00:00:00
,1515.66,0.39,,2011-01-15 00:00:00
,27130.96,0.39,,2011-01-14 00:00:00
,20118.9,0.36,,2011-01-13 00:00:00
,31359.77,0.34,,2011-01-12 00:00:00
,4857.8,0.32,,2011-01-11 00:00:00
,10355.83,0.32,,2011-01-10 00:00:00
,1691.37,0.32,,2011-01-09 00:00:00
,1629.44,0.31,,2011-01-08 00:00:00
,42601.12,0.31,,2011-01-07 00:00:00
,3456.49,0.3,,2011-01-06 00:00:00
,357.16,0.3,,2011-01-05 00:00:00
,1879.0,0.29,,2011-01-04 00:00:00
,1425.19,0.3,,2011-01-03 00:00:00
,5352.11,0.3,,2011-01-02 00:00:00
,2821.24,0.3,,2011-01-01 00:00:00
,1453.72,0.29,,2010-12-31 00:00:00
,2539.87,0.3,,2010-12-30 00:00:00
,18609.14,0.29,,2010-12-29 00:00:00
,15438.71,0.27,,2010-12-28 00:00:00
,4935.49,0.26,,2010-12-27 00:00:00
,16584.97,0.25,,2010-12-26 00:00:00
,703.0,0.25,,2010-12-25 00:00:00
,5033.25,0.25,,2010-12-24 00:00:00
,8650.15,0.25,,2010-12-23 00:00:00
,3800.46,0.25,,2010-12-22 00:00:00
,9225.79,0.25,,2010-12-21 00:00:00
,10682.71,0.26,,2010-12-20 00:00:00
,2000.76,0.24,,2010-12-19 00:00:00
,169.11,0.25,,2010-12-18 00:00:00
,525.51,0.25,,2010-12-17 00:00:00
,14355.33,0.25,,2010-12-16 00:00:00
,3684.68,0.24,,2010-12-15 00:00:00
,10388.1,0.23,,2010-12-14 00:00:00
,6415.59,0.22,,2010-12-13 00:00:00
,1963.56,0.21,,2010-12-12 00:00:00
,5788.69,0.22,,2010-12-11 00:00:00
,1684.25,0.19,,2010-12-10 00:00:00
,21336.33,0.21,,2010-12-09 00:00:00
,3430.41,0.23,,2010-12-08 00:00:00
,24592.92,0.22,,2010-12-07 00:00:00
,4319.26,0.2,,2010-12-06 00:00:00
,5740.18,0.21,,2010-12-05 00:00:00
,28560.72,0.23,,2010-12-04 00:00:00
,2570.34,0.25,,2010-12-03 00:00:00
,20312.23,0.24,,2010-12-02 00:00:00
